char,division,code,orig_simp,acewho_simp,pinyin
𨲼,,eutc,,,
𤦑,,eutd,,,
𤥱,,eutd,,,
𰡹,,euti,,,
𩡺,,eutm,,,
𪼰,,eutr,,,
玠,王人{介下},eutu,,eut,jiè
𤧯,,eutv,,,
𨣦,,euty,,,
𭱁,,euua,,,
𡙹,,euue,,,
𰢁,,euue,,,
䘮,十人人{畏下},euuf,,,sà·sàng·xì·sāng
𡘖,,euuf,,,
𤫅,,euug,,,
𦦕,,euug,,,
𪌴,,euuj,,,
𤲷,,euuk,,,
㻜,王人人龰,euul,,,
𢂯,,euum,,,
𩡮,,euum,,,
𱄤,,euum,,,
験,馬人人,euum,,euu,yàn
𪆊,,euun,,,
𪅖,,euun,,,
𢾶,,euup,,,
𤨌,,euur,,,
𤧙,,euuu,,,
𪻐,,euuu,,,
𭘆,,euuu,,,
𩮷,,euvb,,,
𤦤,,euve,,,
𤥰,,euve,,,
𪋿,,euvl,,,
䮘,馬臼儿,euvm,,,ér·ní·pài·pó
𩢯,,euvm,,,
𩤖,,euvm,,,
𩣢,,euvm,,,
𪌜,,euvp,,,
璁,王{囟框}夂心,euvr,euv,euv,cōng
𨢼,,euvy,,,
瑦,王烏,euw,,,wǔ
𩮮,,euwb,,,
𩭲,,euwb,,,
玪,王人丶乛,euwb,,,jiān·qián·lín·yín
玲,王人丶龴,euwd,euw,euw,líng
𩦫,,euwm,,,
𪼣,,euxf,,,
璯,王人丷日,euxk,,eux,huì·kuài
𩧙,,euxm,,,
𩤼,,euxm,,,
璬,王白方攵,euyp,,euy,jiǎo
𣄋,,euyu,,,
𤧫,,euzd,,,
𤪒,,euzi,,,
𩥽,,euzm,,,
𮟀,,euzx,,,
𫑷,,euzy,,,
王,,ev,,,
⺩,,ev,,,
𤣩,,ev,,,
王,王,ev,,ev,wáng·wàng
𩬵,,evab,,,
𤨊,,evaf,,,
䭹,馬{卬左}卩,evam,,,áng·àng
駠,馬{卬左}卩,evam,eva,eva,liú
𮮇,,evap,,,
𤫈,,evar,,,
𤦰,,evav,,,
玭,王比,evb,,,pín
𩬈,,evbb,,,
𨲌,,evbc,,,
𱋣,,evbi,,,
𤪦,,evbl,,,
𱋤,,evbp,,,
𨟵,,evby,,,
酻,酉爫子,evby,,,zuì·fú
琈,王爫子,evbz,,,fú·fū
𮮄,,evcb,,,
𩭏,,evcb,,,
𩣧,,evcm,,,
𪎊,,evcp,,,
𱋘,,evcp,,,
𱋨,,evcp,,,
瑱,,evct,,,
𰡾,,evcv,,,
𬍛,,evcx,,,
𨠱,,evcy,,,
𪌛,,evdd,,,
瑠,王{卬左}刀田,evdk,,evd,liú
𮮃,,evdo,,,
𤿲,,evdp,,,
𨤊,,evdy,,,
𮠹,,evdy,,,
𣎳,,eve,,,
𩯬,,eveb,,,
𩮞,,eveb,,,
瑗,王爫干又,eved,eve,eve,yuàn
𱋖,,evef,,,
𩢈,,evem,,,
𤨦,,eveo,,,
𬍞,,evew,,,
𩬁,,evfb,,,
𨱡,,evfc,,,
𭹁,,evfg,,,
𪎈,,evfi,,,
琘,王{卬左}七日,evfk,,,mín
騱,馬爫大,evfm,evf,evf,xí
𭸻,,evfq,,,
𫀂,,evfs,,,
𭹇,,evfu,,,
𨟾,,evfy,,,
𤥋,,evga,,,
𩰈,,evgb,,,
𨲐,,evgc,,,
𪲭,,evgg,,,
𬹉,,evgg,,,
𱋮,,evgg,,,
𤧏,,evgl,,,
𤦶,,evgp,,,
𨢣,,evgy,,,
𨠏,,evgy,,,
瑷,王爫𠂇又,evhd,evh,evh,ài
𬹊,,evhq,,,
𬹆,,evht,,,
䰂,髟爫木,evib,,,cài
髼,髟夂丰,evib,,,péng
𭹑,,evic,,,
𫜑,,evif,,,
琒,王夂丰,evif,,,fēng
䮑,馬爫寸,evim,,,lèi·luò
𮩲,,evim,,,
𬹅,,evip,,,
𱋊,,eviw,,,
𪎌,,evix,,,
𱋭,,evix,,,
䣥,酉匕,eviy,,,bǐ·mì
𨡃,,eviy,,,
酹,酉爫寸,eviy,evi,evi,lèi
釂,酉爫寸,eviy,,,jiào
㻱,王夂丰辶,eviz,,,jīn
𱋋,,evja,,,
𡑺,,evjc,,,
麸,龶夂夫,evjf,evj,evj,fū
𱋄,,evjk,,,
𩤻,,evjm,,,
𱋟,,evjs,,,
𩬺,,evkb,,,
𬹍,,evkf,,,
𱋙,,evki,,,
騮,馬{卬左}田,evkm,,,liú
𱋫,,evkt,,,
𨢇,,evky,,,
酯,酉匕日,evky,evk,evk,zhǐ
𫧮,,evlb,,,
𬴭,,evlb,,,
麺,龶夂〢二,evle,,,miàn
𪎋,,evlo,,,
𮡇,,evly,,,
𪎉,,evmb,,,
𬎝,,evmd,,,
𱋐,,evmh,,,
𱋪,,evmj,,,
𱋆,,evmv,,,
𨲿,,evnc,,,
䮭,馬爫見,evnm,,,mì
𬹈,,evns,,,
𤪞,,evnv,,,
䯺,髟{卬左}口,evob,,,kuò
𨱴,,evoc,,,
𭇏,,evod,,,
駱,,evom,,,
駱,馬夂口,evom,,,luò
𫜓,,evos,,,
珞,,evov,,,
珞,王夂口,evov,,,luò
酪,,evoy,,,
酪,酉夂口,evoy,evo,evo,lào·luò
珋,王{卬左}丿卩,evpa,,,liǔ
𱋇,,evpb,,,
𰿒,,evpc,,,
𫜔,,evpe,,,
瑶,王爫缶,evpf,evp,evp,yáo
𱋧,,evpi,,,
𩥣,,evpm,,,
𢻾,,evpp,,,
𭺆,,evpv,,,
𬹇,,evqb,,,
𤩥,,evqf,,,
𱋬,,evqf,,,
𪎐,,evqm,,,
𮮅,,evqq,,,
𱋛,,evrb,,,
𭹠,,evrr,,,
𱋉,,evrs,,,
𱋑,,evrt,,,
𱋌,,evrv,,,
璦,王爫心夂,evrv,,,ài
𨢙,,evry,,,
𩮍,,evsb,,,
𱋠,,evsc,,,
𮮆,,evsd,,,
鿺,,evsn,,,
𤥬,,evss,,,
麹,龶夂勹米,evsx,evs,evs,qū
𨢂,,evsy,,,
𨢁,,evsy,,,
𱋢,,evte,,,
𩦼,,evtm,,,
𱋜,,evtw,,,
𱋒,,evtz,,,
⻨,,evu,,,
𡕤,,evu,,,
麦,龶夂,evu,,,mài
瑎,王比白,evub,,,xié·jiē
瑫,王爫臼,evuj,,,tāo
𩥅,,evum,,,
𩤠,,evum,,,
𱋩,,evuu,,,
𨢝,,evuy,,,
琻,王金,evv,,,jīn
𱋗,,evvb,,,
𱋅,,evvi,,,
𱋚,,evvk,,,
𱋦,,evvk,,,
𱋓,,evvo,,,
𨣥,,evvy,,,
𤪊,,evwd,,,
𪎏,,evwf,,,
𱋈,,evwg,,,
怷,十儿心丶,evwr,,,shù
𤇍,,evws,,,
朮,十儿丶,evwu,,evw,shù·shú·zhú
𫜒,,evwv,,,
𱋎,,evwx,,,
䯼,髟犭火,evxb,,,dí
𩬱,,evxb,,,
𨱵,,evxc,,,
𱋡,,evxc,,,
𱋔,,evxh,,,
𱋕,,evxm,,,
駣,馬儿{四点},evxm,,,táo
𱋏,,evxo,,,
珧,王儿{四点},evxu,evx,evx,yáo
𱋍,,evyj,,,
𱋝,,evyo,,,
𬩋,,evyz,,,
鬔,髟夂辶,evzb,,evz,péng
𨲫,,evzc,,,
𮞒,,evzd,,,
𩢦,,evzm,,,
𤤮,,evzu,,,
𮗀,,evzx,,,
𨠌,,evzy,,,
瑯,王丶厶阝,ewab,,,láng
𩣴,,ewam,,,
𤨡,,ewas,,,
醿,酉麻糸,eway,ewa,ewa,mí
𰿔,,ewaz,,,
𭙃,,ewbg,,,
琅,王丶艮,ewbg,,,láng
𮪃,,ewbm,,,
𩣵,,ewbm,,,
駺,馬丶艮,ewbm,,,liáng·láng
𤦓,,ewbs,,,
𨚝,,ewbv,,,
酿,酉丶艮,ewby,ewb,ewb,niàng
𩣑,,ewcm,,,
𤥃,,ewcv,,,
𩭵,,ewdb,,,
𩮃,,ewdb,,,
琯,王宀尸コ,ewdd,,ewd,guǎn
䮟,馬宀又,ewdm,,,sǒu·sōu
䤇,酉宀又,ewdy,,,
𨡻,,ewdy,,,
𨡗,,ewdy,,,
𰼇,,ewdy,,,
𮫂,,eweb,,,
鬡,髟宀丁,eweb,,,níng
𨲸,,ewec,,,
𨳀,,ewec,,,
𬍜,,ewed,,,
瑄,王宀二日,ewek,,,xuān
𩣰,,ewem,,,
駐,馬丶王,ewem,ewe,ewe,zhù
𤫖,,ewen,,,
𤨥,,eweo,,,
𤤛,,ewev,,,
𬍼,,ewew,,,
𤤴,,ewew,,,
𰢊,,ewew,,,
鬃,髟宀示,ewfb,,ewf,zōng
𨲇,,ewfc,,,
𬻣,,ewfd,,,
𤩺,,ewff,,,
𩢵,,ewfm,,,
騌,馬宀示,ewfm,,,zōng
琮,王宀示,ewfs,ewf,,cóng
𤧪,,ewfx,,,
𨣽,,ewfy,,,
瑏,王穴牙,ewfy,,,chuān
𤩻,,ewfz,,,
𪻿,,ewgd,,,
琓,王宀一兀,ewgg,,,wán
𪻝,,ewgi,,,
琔,王宀一龰,ewgl,,,diàn
𤨎,,ewgs,,,
𰢘,,ewgv,,,
𨠻,,ewgy,,,
𤥠,,ewha,,,
鬤,髟衣{冓上},ewhb,,,ráng·níng
𨳃,,ewhc,,,
𩦪,,ewhm,,,
驤,馬衣{冓上},ewhm,,,xiāng
𤤙,,ewhs,,,
𮡌,,ewhy,,,
釀,酉衣{冓上},ewhy,ewh,ewh,niàng·niáng
𬴪,,ewib,,,
𩭴,,ewib,,,
𩧝,,ewim,,,
𩣼,,ewim,,,
瑸,王宀工八,ewit,,,bīn·pián
𤥤,,ewiv,,,
𨠼,,ewiy,,,
酧,酉宀寸,ewiy,ewi,ewi,chóu
𤧠,,ewjl,,,
㻠,王穴犬,ewjq,,,tú
𤥦,,ewjw,,,
𩯅,,ewkb,,,
𭹽,,ewkc,,,
𪼍,,ewkg,,,
𩥻,,ewkm,,,
𩥿,,ewkm,,,
𱄨,,ewkm,,,
瑭,王广丨口,ewko,ewk,ewk,táng
𤨫,,ewkr,,,
㻘,王宀申,ewks,,,
㼅,王广由八,ewkt,,,
璌,王宀由八,ewkt,,,yín
𨢲,,ewky,,,
𰼖,,ewky,,,
𤨞,,ewl,,,
𨳅,,ewlc,,,
䮿,馬宀龰,ewlm,,,jiǎn
𬎒,,ewlm,,,
騼,馬鹿,ewlm,ewl,ewl,lù
𪼥,,ewlt,,,
𨢷,,ewly,,,
𨢃,,ewly,,,
醡,酉穴{乍下},ewly,,,zhà
釄,酉麻非,ewly,,,mí
瓌,王衣罒氺,ewma,,ewm,guī
𤪥,,ewmb,,,
𤧺,,ewmd,,,
𪼭,,ewmr,,,
𤣶,,ewmv,,,
𨢠,,ewmy,,,
𨣮,,ewmy,,,
𨣘,,ewmy,,,
𩯭,,ewnb,,,
𩯔,,ewnb,,,
鬢,髟宀貝,ewnb,ewn,ewn,bìn
𨲺,,ewnc,,,
𩦿,,ewnm,,,
𩤒,,ewnm,,,
驞,馬宀貝,ewnm,,,pīn
璸,王宀{步下}貝,ewnn,,,bīn·pián
𤦌,,ewnq,,,
䣾,酉宀且,ewny,,,mì
𩮝,,ewob,,,
𩮠,,ewob,,,
𩭽,,ewob,,,
𨲟,,ewoc,,,
𠷱,,ewog,,,
瓖,王衣吅{冓上},ewoh,,,xiāng
𩤎,,ewom,,,
𩥁,,ewom,,,
𩥌,,ewom,,,
𪼨,,ewor,,,
𪼮,,ewor,,,
𨡥,,ewoy,,,
醣,酉广口,ewoy,ewo,ewo,táng
𭹋,,ewpf,,,
𭺋,,ewpl,,,
𤫞,,ewpn,,,
𬎞,,ewpn,,,
𨢧,,ewpy,,,
琬,王宀夕㔾,ewqb,ewq,ewq,wǎn
𤧻,,ewrb,,,
𤧦,,ewrx,,,
𨣭,,ewry,,,
𨣴,,ewry,,,
𨣼,,ewry,,,
𤨭,,ewsk,,,
䮽,馬鹿灬,ewsm,,,biāo
𬸃,,ewsn,,,
𬴯,,ewtb,,,
鬓,髟宀八,ewtb,ewt,ewt,bìn
𩧉,,ewtm,,,
𭺓,,ewtr,,,
𨟳,,ewty,,,
⽟,,ewu,,,
玉,王丶,ewu,ew,ew,yù
玊,王丶,ewu,,,sù
𤪿,,ewug,,,
𩥥,,ewum,,,
𮪠,,ewum,,,
𩿱,,ewun,,,
𤩷,,ewun,,,
𤪓,,ewun,,,
瑢,王穴人口,ewuo,,,róng
𪼖,,ewuu,,,
𰡳,,ewux,,,
𩭕,,ewvb,,,
𭹂,,ewvi,,,
𤪮,,ewvj,,,
𱄗,,ewvm,,,
駝,馬宀匕,ewvm,,,tuó
𪻽,,ewvo,,,
𤫢,,ewvo,,,
酡,酉宀匕,ewvy,ewv,ewv,tuó
𤥥,,ewwd,,,
𤪺,,ewxk,,,
𨣿,,ewxy,,,
醾,酉麻米,ewxy,ewx,ewx,mí
𬍠,,ewy,,,
𩬿,,ewyb,,,
𩮇,,ewyb,,,
𤨼,,ewyk,,,
䮍,馬衣,ewym,,,niǎo·xìng
䮨,馬宀辛,ewym,,,zǎi
𰡿,,ewym,,,
𮕹,,ewym,,,
𩦊,,ewzm,,,
𨗢,,ewzx,,,
⻃,,ex,,,
⻄,,ex,,,
西,西,ex,,ex,xī
覀,覀,ex,,,yà·xī
𤧹,,exaa,,,
𩬸,,exab,,,
𪼯,,exaf,,,
𣸞,,exag,,,
𩥱,,exam,,,
𫃉,,exax,,,
鬈,髟丷㔾,exbb,exb,exb,quán
𨲏,,exbc,,,
𪪭,,exbg,,,
𫙂,,excb,,,
𨲮,,excc,,,
𩢣,,excm,,,
琷,王羊乚,excu,,,què
𮠲,,excy,,,
𨣃,,excy,,,
𨡅,,excy,,,
𩰇,,exdb,,,
𤨩,,exde,,,
𢆕,,exdg,,,
𤥎,,exdo,,,
𩮈,,exeb,,,
𫷙,,exeg,,,
𢆊,,exeg,,,
驣,馬丷馬,exem,,,téng
𪻮,,exev,,,
㼆,王火王丶,exew,,,yíng
㻥,王丷酉,exey,,,
𨡙,,exey,,,
𨡴,,exey,,,
𨤂,,exey,,,
㍻,,exfb,,,
𪼫,,exfb,,,
㼁,王䒑扌戈,exff,,,
𢆮,,exfg,,,
䮼,馬火㐄,exfm,,,lín
𫘑,,exfm,,,
𩢔,,exfm,,,
驎,馬米㐄,exfm,,,lín
丧,十丷{畏下},exfu,exf,exf,sāng·sàng
𮠻,,exfy,,,
𨣞,,exfy,,,
𨣆,,exfy,,,
𩑳,,exgg,,,
𱄙,,exgm,,,
𬡻,,exgx,,,
㼞,干丷瓦,exhg,,,pèng·bèng
駢,馬䒑廾,exhm,exh,exh,pián
㻂,王䒑廾,exhv,,,píng
䰈,髟羊工,exib,,,chǎ·cuó·cuǒ
𩯄,,exib,,,
𨲠,,exic,,,
瑳,王羊工,exig,,,cuō·cuǒ
𩥙,,exim,,,
𥽹,,exix,,,
醝,酉羊工,exiy,exi,exi,cuō·cuó
𤦔,,exjb,,,
𤧞,,exjf,,,
𡊞,,exjg,,,
𭹴,,exjz,,,
𩫾,,exkb,,,
鬙,髟丷日,exkb,,,sēng
𨲯,,exkc,,,
𪪅,,exkg,,,
驓,馬丷日,exkm,exk,exk,céng
珶,王丷丨丿,exkp,,,dì·tí
鬋,髟䒑刂,exlb,exl,exl,jiǎn·jiān
𩦬,,exlm,,,
騚,馬䒑刂,exlm,,,qián
㻩,王䒑〢八,exlt,,,
㔄,覀米刂,exlx,,,sù
𤥄,,exm,,,
𩭄,,exmb,,,
𬳰,,exmm,,,
粟,覀米,exmx,exm,exm,sù
𮠩,,exmy,,,
𨢸,,exmy,,,
𨢘,,exmy,,,
覝,干火見,exng,,,lián
啬,十䒑囗口,exno,exn,exn,sè
𬗁,,exnx,,,
𩦐,,exom,,,
𤫎,,exoo,,,
𨣁,,exoy,,,
鬀,髟丷丿,expb,exp,exp,tì
𩥍,,expm,,,
䊲,覀米生,expx,,,chǎn·chàn
䯸,髟冫欠,exqb,,,cì
𤦾,,exqc,,,
𤩂,,exqc,,,
璘,,exqf,,,
𤪏,,exqf,,,
璘,王米夕㐄,exqf,,exq,lín
𤪤,,exqi,,,
𤫁,,exql,,,
𬖫,,exqx,,,
𪪆,,exrg,,,
𪪄,,exrg,,,
𩥝,,exrm,,,
𣯼,,exrx,,,
璲,王䒑{豕下}辶,exrz,,exr,suì
𩭿,,exsb,,,
𩮦,,exsb,,,
𫷝,,exsg,,,
𫷚,,exsg,,,
瑐,王䒑月刂,exsl,,exs,jiǎn
䭮,髟䒑自,extb,,,bì·fú
鬑,髟䒑八,extb,ext,ext,lián
𨲛,,extc,,,
𩠑,,extd,,,
𬳗,,extf,,,
𬎃,,extm,,,
𫘕,,extm,,,
𫘚,,extm,,,
驥,馬丬八,extm,,,jì
𨢑,,exty,,,
𰡮,,exu,,,
𰀆,,exue,,,
平,干丷,exug,exu,exu,píng
𪻓,,exv,,,
𪼎,,exva,,,
𩬊,,exvb,,,
𤆉,,exvd,,,
𠒀,,exve,,,
㶣,干火,exvg,,,chán·yín
駾,,exvm,,,
𫘉,,exvm,,,
駾,馬丷儿,exvm,exv,exv,tuì
䙳,覀火,exvx,,,è·biāo
䰃,髟䒑䒑,exxb,,,péng·fǎng·pèng
𤩓,,exxk,,,
璔,王丷丷日,exxk,,,zēng
𩤀,,exxm,,,
𮪋,,exxm,,,
𤩕,,exxo,,,
𤊇,,exxv,,,
琰,王火火,exxv,exx,exx,yǎn
醈,酉火火,exxy,,,tán·dàn
珜,王羊,exy,,,yáng
𭙁,,exyg,,,
𪪇,,exyg,,,
𩣆,,exym,,,
𨘶,,exze,,,
𨣢,,exzy,,,
醚,酉米辶,exzy,exz,exz,mí
⾣,,ey,,,
酉,酉,ey,,ey,yǒu
𤥡,,eyah,,,
䮄,馬亠幺,eyam,,,xuán
𩥬,,eyam,,,
㻙,王亠厶月,eyas,,,
𤫚,,eyat,,,
琉,,eyav,,,
珫,王亠厶儿,eyav,,,chōng
琉,王亠厶{巟下},eyav,eya,eya,liú
𨠯,,eyay,,,
玹,王亠幺,eyay,,,xuán·xián
醨,酉亠厶,eyay,,,lí
璇,王方乛龰,eybl,eyb,eyb,xuán
𮪍,,eybm,,,
㻻,王亠子攵,eybp,,,
𨡪,,eyby,,,
𨠺,,eyby,,,
醇,酉亠子,eyby,,,chún
𤥑,,eycc,,,
𪼝,,eycj,,,
𩦳,,eycm,,,
𬳮,,eycm,,,
䣼,酉亠小,eycy,,,liáng
䯿,髟亠十,eyeb,,,zú·zuó·suì·zuì
𪚟,,eyeg,,,
䮺,馬亠二,eyem,,,jì
𩤙,,eyem,,,
𩤏,,eyem,,,
𬷱,,eyeu,,,
斑,王文王,eyev,,,bān
𨣑,,eyey,,,
𨣶,,eyey,,,
𨣧,,eyey,,,
𨠪,,eyey,,,
醉,酉亠十,eyey,eye,eye,zuì
𩯈,,eyfb,,,
𪼁,,eyfd,,,
𪼞,,eyfg,,,
𩤑,,eyfm,,,
𩧣,,eyfm,,,
𫑾,,eyfy,,,
𨡤,,eyfy,,,
𨣳,,eyfy,,,
𩯤,,eygb,,,
𨲵,,eygc,,,
𤧿,,eyge,,,
驙,馬亠一,eygm,eyg,eyg,zhān
𪻾,,eygs,,,
𨣚,,eygy,,,
𨲷,,eygz,,,
𪻞,,eyh,,,
駭,馬亥,eyhm,eyh,eyh,hài
𨠳,,eyhy,,,
𤥂,,eyi,,,
𩦆,,eyim,,,
䮰,馬亠古,eyjm,,,zhé
䮵,馬音土,eyjm,,,tóng·yǒng
𤩔,,eyjv,,,
𨣒,,eyjy,,,
瓋,王亠古辶,eyjz,,,tì
𤫓,,eykf,,,
璮,王亠日一,eykg,,,tǎn
騿,馬立早,eykm,,,zhāng
𭧆,,eykx,,,
醕,酉亠日,eyky,,,chún
璋,王立早,eykz,eyk,eyk,zhāng
𤤔,,eyl,,,
𩰀,,eylb,,,
𩬦,,eylb,,,
玣,王亠卜,eylb,,,biàn
𨳁,,eylc,,,
𪚒,,eylg,,,
䮾,馬立{龍右},eylm,,,páng·lóng·lòng
𩡼,,eylm,,,
𪼱,,eyln,,,
璃,王亠冂厶,eyma,eym,eym,lí
𤨬,,eymj,,,
𪥐,,eymj,,,
𩤢,,eymm,,,
𤧼,,eymo,,,
𨣓,,eymy,,,
𬪲,,eymy,,,
𮠺,,eymy,,,
醯,酉亠皿,eymy,,,xī
𩮋,,eynb,,,
𫡴,,eyne,,,
𱄧,,eynm,,,
䤃,酉音,eyny,,,yìn·yīn
䯽,髟立口,eyob,,,fǔ·póu·bǎo·pǒu
𤦺,,eyob,,,
𪻥,,eyob,,,
𬍳,,eyob,,,
𩮘,,eyob,,,
琼,王亠口小,eyoc,eyo,eyo,qióng
䮦,馬亠口,eyom,,,
𩣖,,eyom,,,
琣,王立口,eyov,,,běng·pěi
𬎊,,eyow,,,
𨢓,,eyoy,,,
醅,酉立口,eyoy,,,pēi
㻢,王方𠂉也,eypb,,,
𤦽,,eypb,,,
𩮲,,eypb,,,
𨲨,,eypc,,,
敷,甫方攵,eypf,eyp,eyp,fū
𩥮,,eypm,,,
驐,馬亠攵,eypm,,,dūn
𪼕,,eypp,,,
𪼂,,eypp,,,
𪻯,,eypp,,,
𮗄,,eypx,,,
𤧾,,eyqd,,,
𤧟,,eyqe,,,
𪵐,,eyqf,,,
𤪗,,eyqg,,,
𪻑,,eyqj,,,
䭺,馬亠几,eyqm,,,áng
䯁,馬亠凡,eyqm,,,luó
𪼀,,eyqm,,,
𤧛,,eyqm,,,
𮪛,,eyqm,,,
𤦻,,eyqv,,,
𤧭,,eyqy,,,
𨟼,,eyqy,,,
懯,甫方心,eyrf,,,fū
𬎖,,eyrj,,,
𩥜,,eyrm,,,
𩥆,,eyrm,,,
𪼦,,eyrx,,,
𬪶,,eyry,,,
醷,酉音心,eyry,eyr,eyr,yì·yǐ
醸,酉亠𧘇,eyry,,,niàng
𤈅,,eysh,,,
瓏,王立月{龍右},eysl,,eys,lóng
𩧑,,eysm,,,
珳,王文彡,eyss,,,wén
𨢶,,eysy,,,
𰡻,,eyta,,,
𬻅,,eytd,,,
璾,王亠{介下}二,eyte,,,jì·zī
𩥤,,eytm,,,
駮,馬亠乂,eytm,eyt,eyt,bó
𭹾,,eytt,,,
珓,王亠八乂,eytt,,,jiào
𫞦,,eytu,,,
𨠨,,eyty,,,
𨠦,,eyty,,,
𤤁,,eyu,,,
髣,髟方,eyub,eyu,eyu,fǎng
琗,王亠人十,eyue,,,cuì·sè
旉,甫方,eyuf,,,fū
𤥽,,eyuz,,,
琂,王言,eyv,,,yán
𰿐,,eyvc,,,
璄,王音儿,eyve,,,jǐng·yǐng
𩣇,,eyvm,,,
𤥿,,eyvw,,,
𫌺,,eyvx,,,
𨡄,,eyvy,,,
酼,酉亠{巟下},eyvy,eyv,eyv,hǎi
玟,王文,eyw,,,mín·wén
𠅗,,eywd,,,
馼,馬文,eywm,,,wén
𬍧,,eyx,,,
𤫉,,eyxd,,,
㻭,王亠{四点}十,eyxe,,,sè·zé
𩧟,,eyxm,,,
騂,馬辛,eyxm,eyx,eyx,xīng
𭹡,,eyxv,,,
𤫙,,eyxx,,,
𤊆,,eyxx,,,
𬪬,,eyxy,,,
𩮗,,eyyb,,,
𮤂,,eyyc,,,
𩤐,,eyym,,,
騯,馬亠方,eyym,,,péng·bǎng
𭺐,,eyyn,,,
𤨘,,eyyx,,,
𨢐,,eyyy,,,
⾧,,ez,,,
⻑,,ez,,,
長,長,ez,,ez,cháng·zhǎng
𤦮,,ezao,,,
騸,馬户羽,ezcm,,,shàn
珱,王⺍女,ezcv,,ezc,yīng
辻,十辶,ezd,,,shi·shí
迋,王辶,ezd,,,wàng·kuāng
𫟧,,ezdd,,,
𬨜,,ezde,,,
逋,甫辶,ezdf,,,bū
迀,干辶,ezdg,,,gān
璖,王氵コ木,ezdi,,,qú
遤,馬辶,ezdm,,,mǎ
𭹢,,ezdp,,,
𨒿,,ezdx,,,
迺,西辶,ezdx,,,nǎi
逎,酉辶,ezdy,,,qiú
𮪿,,ezeb,,,
𣁸,,ezec,,,
騨,馬⺍十,ezem,,,tuó
㺶,王⺀十,ezeu,,,
酙,酉⺀十,ezey,,eze,zhēn
𮫋,,ezfb,,,
𤤾,,ezge,,,
𤩌,,ezhc,,,
馿,馬户,ezhm,ezh,ezh,lú·lǘ
琺,王氵土厶,ezja,,ezj,fà
𩭶,,ezkb,,,
𱆀,,ezkb,,,
𭹿,,ezks,,,
𭹗,,ezkt,,,
𬪫,,ezky,,,
𨲜,,ezmc,,,
𰿦,,ezme,,,
騙,馬户冊,ezmm,ezm,ezm,piàn
㻞,王户冊,ezmu,,,bīn·bān·bān·bīn
𨣕,,ezmy,,,
𩰄,,eznb,,,
𬎑,,eznx,,,
𤤯,,ezo,,,
𨠕,,ezoy,,,
髿,髟氵丿,ezpb,ezp,ezp,shā·suō
𩭠,,ezsb,,,
𱆁,,ezsb,,,
𡗫,,ezu,,,
𩯮,,ezvb,,,
𭹓,,ezyw,,,
𡘕,,ezz,,,
Ⓕ,,f,,,
ⓕ,,f,,,
⒡,,f,,,
𢴱,,faaa,,,
𢷖,,faac,,,
𢮬,,faac,,,
𫯼,,faad,,,
𡙥,,faad,,,
𡙌,,faad,,,
𠥱,,faaf,,,
拙,扌屮凵,faau,faa,faa,zhuō
𢲩,,faaw,,,
𡴣,,fabq,,,
𦟒,,fabq,,,
邨,七凵阝,fabq,fab,fab,cūn
抝,扌幺𠃌,fabu,,,ǎo·ào·niù
𢫂,,fabw,,,
𢫡,,fabz,,,
𢷻,,facg,,,
拗,扌幺力,facl,fac,fac,ǎo·ào·niù
撡,扌厶小丶,facw,,,cāo
㧠,扌厶小,facx,,,
𬨃,,fadc,,,
𫼡,,fadd,,,
𮍐,,fadg,,,
㨕,扌乃又皿,fadm,,,yíng
报,扌卩又,fado,fa,fa,bào
𰻣,,fadq,,,
𰒸,,fae,,,
𠟳,,faee,,,
匩,匚屮王,faef,,,kuāng
𢨑,,faeg,,,
𠄤,,faeq,,,
𰔞,,faev,,,
拨,扌发,faf,,,bō
𰔝,,fafa,,,
𢮥,,fafc,,,
𢷎,,fafe,,,
臧,戈爿臣,fafg,,,zāng·zàng·cáng
撪,扌厶大車,fafj,,,bèn
㨧,扌厶大田,fafk,,,bèn
掺,扌厶大彡,fafs,,,chān·xiān·càn·shǎn
𢴰,,fafu,,,
㦯,戈厶一,fagg,,,huò
𢨁,,fagg,,,
𢱟,,fagl,,,
𢵰,,fago,,,
𠀏,,fagq,,,
頓,七凵頁,fagq,fag,fag,dùn
㩪,扌糹頁,fagy,,,xié·xìn·yé
𡙘,,fahd,,,
𡗹,,fahd,,,
匥,匚厶廾,fahf,,,fán·biàn
𤮖,,fahf,,,
拚,扌厶廾,fahv,fah,fah,pàn·pīn·fān
払,扌厶,fai,,,fǎn·fú
厺,大厶,faid,,,qù
𮁳,,fais,,,
挅,扌乃木,faiv,,,duò·duǒ
匨,匚爿士,fajf,,,zāng·cáng
𡍱,,fajf,,,
𡒉,,fajg,,,
𢦾,,fajg,,,
𡉫,,fajq,,,
𪭿,,fajv,,,
𤳀,,fakg,,,
𢳏,,fako,,,
旾,七凵日,fakq,,fak,chūn
㧺,扌水日,fakv,,,tà
𢯜,,falb,,,
𠛘,,fald,,,
𠛗,,fald,,,
𧌟,,fale,,,
𡒥,,falg,,,
𪞿,,falq,,,
𢻴,,falq,,,
𫼗,,fam,,,
𡵭,,famq,,,
𥂉,,famq,,,
顿,七凵贝,famq,fam,fam,dùn·dú
㨥,扌糹冂人,famu,,,nà
扔,扌乃,fan,,,rēng
𠥘,,fanf,,,
𰷍,,fang,,,
𢰾,,faor,,,
𮂁,,faos,,,
抬,扌厶口,faov,fao,fao,tái
𢪫,,fap,,,
