char,division,code,orig_simp,acewho_simp,pinyin
𮜓,,odlz,,,
𨃣,,odlz,,,
𠴪,,odmd,,,
唰,口尸巾刂,odml,odm,odm,shuā
𠚙,,odmm,,,
𨅛,,odmz,,,
𠷯,,odnv,,,
叹,口又,odo,,,tàn·yǐ·yòu
𪠲,,odo,,,
𡀿,,odoc,,,
䣈,口巴口巴,odod,,,hàng·liáo·xiàng
𨞔,,odod,,,
𨞰,,odod,,,
𨞸,,odod,,,
𨛜,,odod,,,
𨞠,,odod,,,
𠰉,,odov,,,
噔,口癶口䒑,odox,,,dēng
噼,口尸口辛,odoy,,,pī
跼,⻊尸口,odoz,,,jú
𨅡,,odoz,,,
𬦪,,odoz,,,
𤿌,,odp,,,
𠱀,,odp,,,
𠽼,,odpl,,,
𭉹,,odpl,,,
𥀩,,odpm,,,
𠳚,,odpp,,,
𠴍,,odpr,,,
𢙟,,odpr,,,
𠯄,,odpu,,,
跛,⻊皮,odpz,odp,odp,bǒ
𡂙,,odpz,,,
𫏍,,odpz,,,
𬦵,,odpz,,,
𠵸,,odqc,,,
𭌼,,odqe,,,
𠰾,,odqj,,,
𭇲,,odqq,,,
𭇳,,odqq,,,
𣪉,,odqs,,,
𠷑,,odqs,,,
𤋚,,odqx,,,
蹳,⻊癶殳,odqz,odq,odq,bō
𨂩,,odqz,,,
𠳿,,odrm,,,
𠽣,,odru,,,
𠲙,,odrw,,,
𠲹,,odrx,,,
跽,⻊己心,odrz,odr,odr,jì
𨃿,,odrz,,,
𨁱,,odrz,,,
𧿻,,odrz,,,
㗈,口龴用力,odsc,,,màn
𨚋,,odsh,,,
囑,口尸勹虫,odsl,,,zhǔ
𠳀,,odsy,,,
嗵,口龴用辶,odsz,,,tōng
踊,⻊龴用,odsz,ods,ods,yǒng
𠾚,,odtn,,,
𠿍,,odtq,,,
咈,口弓{介下},odtu,,odt,fú
𠯵,,odtu,,,
𭉼,,odtw,,,
𤕦,,odtx,,,
𡄉,,odtx,,,
䠣,⻊巳八,odtz,,,xuǎn·xuàn
𧿳,,odtz,,,
𨂳,,odtz,,,
𭈋,,odub,,,
吷,口コ人,oduu,,,xuè·chuò·jué
趹,⻊コ人,oduz,odu,odu,jué·guì
𨀇,,oduz,,,
㕧,口尸,odv,,,xī
呢,口尸匕,odvi,od,odv,ne·ní·nī
䬭,口刀食,odvs,,,
跜,⻊尸匕,odvz,odv,,ní
𠸽,,odvz,,,
喡,口韋,odw,,,wéi·wèi
𭇰,,odwg,,,
呎,口尸丶,odwu,,,chǐ
𫩗,,odwu,,,
𮖄,,odwy,,,
䟕,⻊又丶,odwz,,,chà
𫩺,,odwz,,,
𡂱,,odxb,,,
𫫵,,odxc,,,
𠹄,,odxe,,,
𡃆,,odxk,,,
𪡨,,odxm,,,
蹬,⻊癶䒑,odxz,odx,odx,dēng·dèng
𠽹,,odyv,,,
𭍅,,odyy,,,
躃,⻊尸辛,odyz,ody,ody,bì
𡁂,,odyz,,,
𨁳,,odyz,,,
𠹏,,odzl,,,
𰇖,,oeac,,,
呍,口二厶,oeai,,,hōng
嚔,口十厶龰,oeal,,,tì·zhì
𡂃,,oeau,,,
嗉,口龶糸,oeav,oea,oea,sù
𨅫,,oeaz,,,
啛,口十彐女,oebc,,,cuì
𠷺,,oebc,,,
𭈍,,oebg,,,
嚏,口十乛龰,oebl,,,tì
𡅂,,oebu,,,
郢,口王阝,oebv,oeb,oeb,yǐng
𨁝,,oebz,,,
䣚,口十女阝,oecb,,,lóu·lú
䫫,口十女頁,oecg,,,lóu·lòu
甊,口十女瓦,oech,,,lǒu
𡰓,,oecj,,,
𢿘,,oecl,,,
𠞭,,oecl,,,
𠷮,,oecm,,,
𧢃,,oecn,,,
數,口十女攵,oecp,,,shù·shǔ·shuò
𡂌,,oecp,,,
數,,oecp,,,
𢿙,,oecp,,,
𣤋,,oecq,,,
𰚆,,oecq,,,
氀,口十女毛,oecr,,,lǘ·dōu·shū·yú
𤬏,,oecr,,,
𩀮,,oect,,,
呒,口干乚,oecu,oec,oec,fǔ·ḿ
鷜,口十女鳥,oecu,,,lóu·lǚ·lǘ
𠮲,,oecu,,,
𠯞,,oecu,,,
喓,口覀女,oecv,,,yāo
𰌑,,oecv,,,
𰇊,,oecw,,,
咢,,oecx,,,
遱,口十女辶,oecz,,,lóu
𨘒,,oecz,,,
𮞐,,oecz,,,
𮛱,,oecz,,,
𨂭,,oecz,,,
𧿉,,oecz,,,
𧿟,,oecz,,,
叮,口丁,oed,,,dīng
𠺏,,oedc,,,
喫,,oedf,,,
𪡭,,oedj,,,
吱,口十又,oedo,,,zhī·zī
𦫩,,oedx,,,
䟓,⻊丁,oedz,,,chēng·dīng·zhēng
跂,⻊十又,oedz,,,qí·qǐ·jī·qì·zhī
蹮,⻊覀巳,oedz,,,xiān
𠮡,,oee,,,
𰇇,,oee,,,
𨝿,,oeeb,,,
𭍇,,oeef,,,
𠽢,,oeei,,,
𰈯,,oeej,,,
𭋂,,oeen,,,
𫬷,,oeeo,,,
𠹭,,oeeo,,,
𨂾,,oeez,,,
趼,,oeez,,,
哺,口甫,oef,,,bǔ
𢧄,,oefg,,,
嘌,口覀示,oefs,,,piāo·piào
𡁶,,oeft,,,
𠸫,,oeft,,,
唪,口𡗗キ,oefu,,,fěng
𨁏,,oefz,,,
𫟣,,oefz,,,
𨂡,,oefz,,,
𨄏,,oefz,,,
𭆺,,oeg,,,
𠶃,,oegg,,,
𫬟,,oegm,,,
𠳟,,oegw,,,
𢆔,,oegx,,,
𠽒,,oegy,,,
𨈀,,oegz,,,
𧿂,,oegz,,,
𮛡,,oegz,,,
𨆆,,oegz,,,
𡰍,,oehc,,,
喷,口十廾贝,oehm,oeh,oeh,pēn·pèn
噴,口十廾貝,oehn,,,pēn·pèn
噴,,oehn,,,
囔,口十{冓上}𧘇,oehr,,,nāng
哢,口王廾,oehv,,,lòng
𭚜,,oehv,,,
𠱥,,oehv,,,
𠶬,,oehx,,,
㗘,口甫寸,oeic,,,bó·fù
𠷻,,oeic,,,
𣫻,,oeic,,,
㗚,口覀木,oeiv,,,lì
𨃭,,oeiz,,,
𨃙,,oeiz,,,
𬧅,,oeiz,,,
𭋡,,oejh,,,
𠽥,,oejj,,,
𠿣,,oejq,,,
㖶,口覀土,oejv,,,yè·yān·yīn
𠽤,,oekf,,,
𫬞,,oekp,,,
嘲,口十早月,oeks,oek,oek,cháo·zhāo
㖺,口𡗗日,oekv,,,chǔn
咺,口二日,oekv,,,xuǎn·xuān
𡂽,,oekx,,,
嘾,口覀早,oekz,,,dàn·tán
踳,⻊𡗗日,oekz,,,chuǎn·chūn·chǔn
𨅭,,oekz,,,
𭋲,,oelg,,,
𡆂,,oell,,,
𫫖,,oelr,,,
𨆫,,oelz,,,
𨇈,,oelz,,,
𨈄,,oelz,,,
嗎,口馬,oem,,,má·mǎ·ma
𭋰,,oema,,,
啧,口龶贝,oemb,oem,,zé
𠿩,,oemg,,,
𡆌,,oemo,,,
𠱻,,oemu,,,
駡,吅馬,oemx,,,mà
𬧚,,oemz,,,
𮜃,,oemz,,,
嘖,口龶貝,oenb,,,zé
𠿪,,oenb,,,
𠻷,,oenj,,,
啚,口十囗口,oeno,,,bǐ·tú
𠶗,,oenq,,,
噁,口二{亞中}心,oenr,,,ě·wò·wù
嗔,口十且八,oent,oen,oen,chēn
啞,口二{亞中},oenu,,,yǎ·yā
𡅊,,oenx,,,
蹟,⻊龶貝,oenz,,,jì
𨁷,,oenz,,,
𨁶,,oenz,,,
鄙,口十口阝,oeob,,,bǐ
婁,口十口女,oeoc,,,lóu
𫫩,,oeoc,,,
𡝤,,oeoc,,,
𥀚,,oeod,,,
𨝚,,oeod,,,
𫫆,,oeok,,,
𡁉,,oeok,,,
唖,口二口〢,oeol,,,yǎ
𡂣,,oeot,,,
呵,口丁口,oeov,oeo,oeo,hē·a·kē
𭇎,,oeov,,,
𭊀,,oeow,,,
𭈑,,oeox,,,
跒,⻊丁口,oeoz,,,qiǎ
𮛯,,oeoz,,,
𦇆,,oepa,,,
𠼳,,oepb,,,
𠺚,,oepe,,,
𩖅,,oepg,,,
𪢕,,oepm,,,
嚽,口龶攵貝,oepn,,oep,chuò
𣰟,,oepr,,,
𭋣,,oeps,,,
𠺾,,oept,,,
𨆙,,oepz,,,
嗦,口十冖糸,oeqa,oeq,oeq,suō
哱,口十冖子,oeqb,,,pò·bā·bō
𭒰,,oeqc,,,
𡄙,,oeqn,,,
嗷,口龶⺈攵,oeqp,,,áo
𡗆,,oeqq,,,
𡁦,,oeqs,,,
𨀥,,oeqz,,,
𠿗,,oerp,,,
𠶓,,oeru,,,
嗪,口𡗗禾,oerv,oer,oer,qín
𬧟,,oerz,,,
𡃁,,oesn,,,
啨,口龶月,oesv,,,qíng·yīng
𠻔,,oesw,,,
𨀿,,oesz,,,
𫏏,,oesz,,,
𮜡,,oesz,,,
𨅹,,oesz,,,
𡅥,,oetg,,,
㘐,口馬八乂,oett,,,pào·pěng
𫬇,,oett,,,
𠵢,,oett,,,
𭋟,,oetv,,,
𡆛,,oetx,,,
蹎,⻊十八,oetz,oet,oet,diān
𨘠,,oetz,,,
𨈃,,oetz,,,
叶,口十,oeu,oe,oe,yè·xié
𠿨,,oeue,,,
𠽅,,oeuj,,,
𡀅,,oeun,,,
蹖,⻊𡗗臼,oeuz,oeu,oeu,chōng
𧾽,,oeuz,,,
𨂵,,oeuz,,,
㕵,口王,oev,,,guó·hún·luǒ
呈,口王,oev,,,chéng
呈,,oev,,,
𠻐,,oevo,,,
唛,口龶夂,oevu,,,mà
𨀱,,oevz,,,
噖,口王丶乛,oewb,,,yín
𠰧,,oewu,,,
𡢺,,oewu,,,
𧿷,,oewz,,,
哂,口西,oex,,,shěn
𭌰,,oexa,,,
喃,口十䒑十,oexe,,,nán
呯,口干丷,oexu,,,píng
跴,⻊西,oexz,,,cǎi
𨅟,,oexz,,,
唒,口酉,oey,,,qiú
𫫨,,oeye,,,
𫪛,,oez,,,
逞,口王辶,oezd,oez,oez,chěng
㪹,口十⺀十,oeze,,,lǒu
𨔺,,oezx,,,
䠆,⻊長,oezz,,,cháng
躚,⻊覀辶,oezz,,,xiān
𠶯,,ofaa,,,
𡁧,,ofaf,,,
噸,口七凵頁,ofag,,,dūn
𪢅,,ofaj,,,
𫫃,,ofap,,,
𭈿,,ofas,,,
𡆆,,ofat,,,
吨,口七凵,ofau,ofa,ofa,dūn·tún·tǔn
𠳖,,ofaw,,,
𧿬,,ofaz,,,
𠶫,,ofbd,,,
𠽕,,ofbl,,,
𭈢,,ofbv,,,
𪠳,,ofc,,,
𠴋,,ofcc,,,
𠳕,,ofcp,,,
𭈵,,ofcq,,,
𡂔,,ofcr,,,
𠯩,,ofcu,,,
𫩵,,ofcu,,,
㖭,口天小丶,ofcw,,,tiǎn
啭,口车乚丶,ofcw,ofc,ofc,zhuàn
𰇎,,ofcx,,,
䟠,⻊戈乚,ofcz,,,yuè
䠞,⻊戊小,ofcz,,,cù·qí
蹽,⻊大小,ofcz,,,liāo
𫏙,,ofcz,,,
𨄖,,ofcz,,,
𮛠,,ofcz,,,
𨆚,,ofcz,,,
㕦,口大,ofd,,,huà
𠯈,,ofd,,,
𡁵,,ofda,,,
𠴙,,ofdb,,,
𠯦,,ofdd,,,
咦,口大弓,ofdg,,,yí
𠼤,,ofdj,,,
𫫶,,ofdk,,,
㘋,口臣又貝,ofdn,,,xián
𠶅,,ofdo,,,
𠵿,,ofdp,,,
𡁱,,ofds,,,
𠰠,,ofdu,,,
𡘜,,ofdx,,,
䟙,⻊七刀,ofdz,,,qiè
距,⻊匚コ,ofdz,ofd,ofd,jù
跠,⻊大弓,ofdz,,,yí
𰸂,,ofdz,,,
𠱸,,ofe,,,
𠺆,,ofec,,,
咑,口扌丁,ofed,,,dā
𠴜,,ofed,,,
𠱌,,ofee,,,
喯,口大十廾,ofeh,,,pèn·bēn
𠽬,,ofen,,,
𠻺,,ofen,,,
𠵇,,ofeo,,,
哐,口匚王,ofev,ofe,ofe,kuāng
𫩿,,ofev,,,
𨂛,,ofez,,,
𨀕,,ofez,,,
𬧜,,ofez,,,
𭊁,,offf,,,
𭉸,,offg,,,
𠽈,,offg,,,
𠵖,,offg,,,
𠵡,,offk,,,
𫫷,,offm,,,
㖠,口大示,offs,,,bà·nuò
踐,⻊戈戈,offz,off,off,jiàn
𮛢,,offz,,,
𨀗,,offz,,,
𠯫,,ofg,,,
𭋙,,ofga,,,
𪡆,,ofgb,,,
𠰆,,ofgb,,,
喴,口戊一女,ofgc,,,wēi
𠷼,,ofgc,,,
咵,口大一丂,ofgj,,,kuā·kuǎ
𠽮,,ofgl,,,
𡂲,,ofgl,,,
𠺲,,ofgn,,,
喊,口戊一口,ofgo,ofg,ofg,hǎn
𠵏,,ofgo,,,
𰈄,,ofgo,,,
𰈪,,ofgr,,,
𠸹,,ofgs,,,
㖅,口戊一,ofgu,,,xù
𭇃,,ofgu,,,
𠷧,,ofgx,,,
𢦸,,ofgx,,,
跷,⻊七兀,ofgz,,,qiāo
𪢚,,ofhd,,,
𠸊,,ofhe,,,
𠺂,,ofhf,,,
𠽋,,ofho,,,
𫪵,,ofht,,,
𠲦,,ofhu,,,
㖑,口戈廾,ofhv,,,xiè
𨀻,,ofhz,,,
𨁼,,ofhz,,,
𠯅,,ofi,,,
𭇡,,ofic,,,
𠲞,,ofig,,,
𠲧,,ofig,,,
𠸴,,ofit,,,
𧿑,,ofiz,,,
𮜊,,ofiz,,,
𮜢,,ofiz,,,
𨃌,,ofiz,,,
𰸉,,ofiz,,,
𭌹,,ofje,,,
喹,口大土土,ofjj,,,kuí
𠾏,,ofjk,,,
𫫔,,ofjl,,,
𠹗,,ofjo,,,
𠻯,,ofjr,,,
𰊪,,ofjx,,,
𡂉,,ofjy,,,
䟷,⻊扌丅,ofjz,,,chì·qì
䠑,⻊大土,ofjz,,,kuǐ·kuí·wěi
跨,⻊大丂,ofjz,ofj,ofj,kuà
𭊅,,ofjz,,,
𨅆,,ofjz,,,
𨁜,,ofjz,,,
𨂍,,ofjz,,,
𠚎,,ofka,,,
嘹,口大日小,ofkc,ofk,ofk,liáo
𡃔,,ofkc,,,
𠸯,,ofkc,,,
唵,口大电,ofkd,,,ǎn
𭉜,,ofke,,,
𠾵,,ofkg,,,
𠵆,,ofkg,,,
𭉛,,ofki,,,
𫬈,,ofki,,,
𪡄,,ofkj,,,
𠶟,,ofkj,,,
𠯤,,ofku,,,
𡀋,,ofkx,,,
𠼅,,ofkx,,,
𨂁,,ofkz,,,
𨅓,,ofkz,,,
𨅔,,ofkz,,,
嘁,口戊上小,oflc,ofl,ofl,qī
𭇞,,ofld,,,
㗺,口天非,oflf,,,
𠼕,,oflf,,,
𠿓,,oflg,,,
𠳒,,ofls,,,
𧍨,,oflx,,,
𠳏,,oflz,,,
𰸬,,oflz,,,
𫬜,,ofma,,,
𰉆,,ofme,,,
咂,口匚巾,ofmj,ofm,ofm,zā
𡅞,,ofmm,,,
囕,口臣罒見,ofmn,,,ramo·lǎn
𫭀,,ofmv,,,
𭉷,,ofnq,,,
𨈇,,ofnz,,,
𮜦,,ofnz,,,
𨇣,,ofnz,,,
𭊨,,ofoc,,,
㖪,口戈口一,ofog,,,guó·huò·xù
𰊩,,ofoj,,,
𠲬,,ofok,,,
𡄱,,ofol,,,
嘔,口匚口吅,ofoo,,,ǒu·ōu·òu
𡄦,,ofoo,,,
𡂿,,ofoq,,,
𠿑,,ofor,,,
㖔,口天口,ofov,,,tǔn
𠰐,,ofov,,,
𠱑,,ofov,,,
𰇗,,ofov,,,
嚚,吅臣吅,ofox,,,yín
𠾖,,ofox,,,
𡄛,,ofox,,,
踦,⻊大口,ofoz,ofo,ofo,qī·yǐ·jǐ
𨄅,,ofoz,,,
𨄘,,ofoz,,,
𨃂,,ofoz,,,
𨁇,,ofoz,,,
𧿽,,ofoz,,,
𠱹,,ofpf,,,
哓,口七丿兀,ofpg,ofp,ofp,xiāo
嚂,口臣𠂉皿,ofpm,,,làn·hǎn
𫬠,,ofpn,,,
𡃵,,ofpt,,,
𭌣,,ofqc,,,
𫬓,,ofqc,,,
𡄵,,ofqe,,,
𠲴,,ofqs,,,
𭌱,,ofqy,,,
𮛰,,ofqz,,,
𠼈,,ofrc,,,
𫩾,,ofrd,,,
哳,口扌⺁丅,ofrj,ofr,ofr,zhā
𫪚,,ofrj,,,
𠸓,,ofro,,,
𠿂,,ofru,,,
𡅒,,ofrv,,,
𪠺,,ofrw,,,
𠴆,,ofrx,,,
𡅚,,ofrx,,,
呩,口示,ofs,,,shì
𫬒,,ofsp,,,
𪹬,,ofsx,,,
吴,口天,oft,of,,wú·tūn
𫬬,,ofte,,,
呕,口匚乂,ofti,oft,,ǒu·ōu·òu
𠽄,,ofti,,,
𡁯,,ofti,,,
𫪘,,oftq,,,
𠼙,,oftt,,,
𠾒,,oftw,,,
𨄷,,oftz,,,
啪,口扌白,ofub,ofu,ofu,pā·piā
𭊪,,ofuc,,,
𫚾,,ofun,,,
唊,口大人人,ofuu,,,jiá·qiǎn
𠼄,,ofuu,,,
𫫄,,ofuu,,,
𭈌,,ofuu,,,
𡀴,,ofuw,,,
𪄍,,ofux,,,
𨁂,,ofuz,,,
𠳑,,ofva,,,
𠯔,,ofve,,,
𠯕,,ofve,,,
𭉌,,ofvf,,,
噆,口匚儿曰,ofvk,,,zǎn·cǎn
𰈃,,ofvk,,,
𢙸,,ofvr,,,
𰈁,,ofvx,,,
𨄣,,ofvz,,,
𫪶,,ofwb,,,
㗐,口大丶皿,ofwm,,,
呔,口大丶,ofwu,ofw,ofw,dāi·tǎi·tāi
𠲌,,ofwu,,,
𧿓,,ofwz,,,
𠵃,,ofxe,,,
𰇶,,ofxe,,,
𫪖,,ofxj,,,
𡃓,,ofxk,,,
𠺄,,ofxk,,,
𫪷,,ofxm,,,
𠰵,,ofxu,,,
𡃒,,ofxx,,,
𠶿,,ofxy,,,
𡃿,,ofxz,,,
𨃑,,ofxz,,,
𨂨,,ofxz,,,
呀,口牙,ofy,,of,yā·ya
𪡸,,ofyc,,,
啦,口扌立,ofyl,,ofy,lā·la
𫩽,,ofyq,,,
𬦤,,ofyz,,,
𫬶,,ofzc,,,
哒,口大辶,ofzd,ofz,ofz,dā
𪡏,,ofzd,,,
唞,口扌⺀十,ofze,,,dóu·dǒu
𮞮,,ofzx,,,
跶,⻊大辶,ofzz,,,dá·tà
𰸔,,ofzz,,,
𠷛,,ogad,,,
咥,口一厶土,ogaj,,,dié·xī·xì
𠽧,,ogaj,,,
𠹿,,ogaj,,,
噘,口厂屮欠,ogaq,oga,oga,juē
𫪴,,ogas,,,
𪠻,,ogav,,,
卾,吅一卩,ogax,,,è
𠯝,,ogay,,,
𧿠,,ogaz,,,
𨂽,,ogaz,,,
𧿋,,ogaz,,,
吥,口不,ogb,,,bù·pōu
𠱏,,ogbe,,,
啑,口一彐龰,ogbl,,,shà·jié·dié·tì·zā
呃,口厂㔾,ogbu,,ogb,è
鄂,吅一阝,ogbx,ogb,,è
𧿤,,ogbz,,,
𮛊,,ogbz,,,
𰇥,,ogbz,,,
𭈶,,ogce,,,
𡅪,,ogcg,,,
𠲮,,ogci,,,
呖,口厂力,ogcl,ogc,ogc,lì
嘕,口一乚灬,ogcs,,,xiān
𬺺,,ogcu,,,
𫪱,,ogcv,,,
𬦣,,ogcz,,,
𬦽,,ogcz,,,
𠯪,,ogd,,,
唔,口一{五下}口,ogdo,ogd,ogd,wù·wú·ńg·ń
𠯘,,ogdo,,,
𠼘,,ogdo,,,
㗞,口石皮,ogdp,,,
𭈞,,ogds,,,
㕶,口一{五下},ogdu,,,ň·ňg
𨜝,,ogdx,,,
𠸅,,ogdx,,,
𠤁,,ogdx,,,
𮛉,,ogdz,,,
㖇,口而,oge,,,ér
𠽑,,oged,,,
𠯸,,oged,,,
𠰑,,ogeg,,,
𭊧,,ogeg,,,
𭊩,,ogej,,,
𭋢,,ogen,,,
𠹶,,ogex,,,
𠸼,,ogez,,,
𨂷,,ogez,,,
𨇎,,ogez,,,
𠷀,,ogfd,,,
𡁓,,ogfh,,,
𡂩,,ogfh,,,
𠻒,,ogfk,,,
𫪗,,ogfl,,,
𡂍,,ogfm,,,
践,⻊一戈,ogfz,og,og,jiàn
𠽴,,ogge,,,
𡂳,,oggg,,,
𠿴,,oggi,,,
㗏,口不一止,oggl,,,wāi
𠵠,,oggo,,,
呸,口不一,oggu,ogg,ogg,pēi
𠳍,,oggu,,,
𠰂,,oggw,,,
顎,吅一頁,oggx,,,è
𨇒,,oggz,,,
𧿙,,oggz,,,
𨅲,,oggz,,,
𡐪,,oghj,,,
𡂖,,oghk,,,
咞,口一廾,oghv,,,xiàn·xián
𠶡,,oghv,,,
咞,,oghv,,,
䟚,⻊一丌,oghz,,,qí
趼,⻊一廾,oghz,ogh,ogh,jiǎn
嗕,口辰寸,ogic,,,rù
吁,口一{于下},ogiu,ogi,ogi,xū·yù·yú
𠯊,,ogiu,,,
𭍖,,ogix,,,
趶,⻊一{于下},ogiz,,,kuà·wù·kù·wū
踁,⻊一工,ogiz,,,jìng·kēng
蹰,⻊厂寸,ogiz,,,chú
𨃮,,ogiz,,,
𨆼,,ogiz,,,
𨃽,,ogiz,,,
啀,口厂土土,ogjj,,,ái·yái
𠮱,,ogjk,,,
𠴼,,ogjl,,,
𰈂,,ogjp,,,
𫩫,,ogjq,,,
咢,吅一丂,ogjx,,,è
𠸈,,ogjx,,,
跮,⻊一土,ogjz,ogj,ogj,dié·chì
𮜁,,ogjz,,,
𨂉,,ogjz,,,
𨇠,,ogjz,,,
𠵾,,ogka,,,
𠷋,,ogkb,,,
𫑣,,ogkb,,,
喱,口厂甲二,ogke,,,lí
𨤥,,ogke,,,
哽,口一日乂,ogkt,ogk,ogk,gěng
咟,口丆日,ogkv,,,huò
踾,⻊一田,ogkz,,,fú·bì
𨇆,,ogkz,,,
𬦰,,ogkz,,,
咧,口歹刂,ogld,ogl,ogl,liě·liē·lié·lie
喕,口丆〢二,ogle,,,miǎn
𠷰,,ogle,,,
𭍓,,ogli,,,
𠺅,,ogls,,,
㓵,吅一刂,oglx,,,è
䟼,⻊一止,oglz,,,wǔ
踕,⻊一龰,oglz,,,jié
𠰪,,oglz,,,
𨄩,,oglz,,,
𮛐,,oglz,,,
𬦶,,oglz,,,
𨀺,,oglz,,,
𨇗,,oglz,,,
𨂿,,oglz,,,
𠯗,,ogmj,,,
𠸟,,ogmm,,,
𠰳,,ogmu,,,
𫪃,,ogmw,,,
颚,吅一贝,ogmx,ogm,ogm,è
𬱞,,ogmx,,,
𢃋,,ogmx,,,
𭋍,,ogmx,,,
䟛,⻊一巾,ogmz,,,bó·bèi·fèi
𠴴,,ogmz,,,
㖘,口辰,ogn,,,zhēn
𫫗,,ognb,,,
嘎,口丆目戈,ognf,ogn,ogn,gā·gá·gǎ
𫪓,,ogno,,,
嗄,口丆目夂,ognv,,,shà·á
覨,吅一見,ognx,,,è
䟴,⻊辰,ognz,,,zhèn
𨅂,,ognz,,,
𠸢,,ogok,,,
𠸸,,ogov,,,
𠳝,,ogov,,,
哣,口一口䒑,ogox,,,pǒu
嚣,吅丆吅,ogox,ogo,ogo,xiāo·áo
囂,吅頁吅,ogox,,,xiāo
𡆔,,ogox,,,
踎,⻊不口,ogoz,,,móu
𠶲,,ogpf,,,
𠰨,,ogpf,,,
𭉝,,ogpt,,,
嚴,吅厂攵,ogpx,,ogp,yán
𣀌,,ogpx,,,
𠻅,,ogpz,,,
𨂤,,ogpz,,,
嘠,口丆冖戈,ogqf,,,gā·gá·gǎ
𭉿,,ogqq,,,
𡃜,,ogqt,,,
𫫫,,ogqv,,,
𡗏,,ogqx,,,
𡃫,,ogqx,,,
蹶,⻊厂欠,ogqz,ogq,ogq,jué·juě
𧿊,,ogqz,,,
嚦,口厂禾止,ogrl,,,lì
嚘,口丆心夂,ogrv,,ogr,yōu
𡄿,,ogrx,,,
𰈒,,ogrx,,,
𨆸,,ogrz,,,
𡁷,,ogsi,,,
嚈,口厂月犬,ogsj,,,yàn·yè
𡅃,,ogsl,,,
𠼉,,ogsv,,,
鹗,吅一鸟,ogsx,ogs,ogs,è
𧱄,,ogsx,,,
𨃻,,ogsz,,,
𡃌,,ogtu,,,
𩀇,,ogtx,,,
𨁈,,ogtz,,,
𠺿,,oguc,,,
𡀬,,ogue,,,
𠶺,,ogul,,,
唡,口一人人,oguu,,,liǎng
鶚,吅一鳥,ogux,ogu,ogu,è
𠰴,,ogv,,,
𭇟,,ogvi,,,
𠯚,,ogvu,,,
啢,口一入入,ogvv,,,liǎng
䠃,⻊一入,ogvz,,,liǎng
跖,⻊石,ogvz,ogv,ogv,zhí
𨇄,,ogvz,,,
𠮾,,ogw,,,
𪳓,,ogwi,,,
𡏔,,ogwj,,,
啄,口豕丶,ogwu,ogw,ogw,zhuó
囇,口一丶鹿,ogww,,,lì
躧,⻊一鹿,ogwz,,,xǐ
𨁿,,ogwz,,,
𧿁,,ogwz,,,
𰸐,,ogwz,,,
𡁑,,ogxe,,,
𠾇,,ogxi,,,
嗝,口一䒑丨,ogxk,ogx,ogx,gé
𠿎,,ogxk,,,
𫏁,,ogxz,,,
𨁋,,ogxz,,,
㖽,口頁,ogy,,,zé·zéi
𭋝,,ogyp,,,
𠽸,,ogyx,,,
𨂠,,ogyz,,,
𠽖,,ogzd,,,
𭈮,,ogzd,,,
遌,吅一辶,ogzx,,,è
𨕓,,ogzx,,,
𨕬,,ogzx,,,
𨄃,,ogzz,,,
𠷅,,ohaa,,,
𠰱,,ohae,,,
𡅆,,ohaf,,,
吰,口𠂇厶,ohai,,oha,hóng
𡀽,,oham,,,
呓,口艹乙,ohbi,ohb,ohb,yì
𠰖,,ohbl,,,
𫫚,,ohbo,,,
𭋃,,ohbr,,,
㖿,口耳阝,ohbv,,,xié·yé
𨀛,,ohbz,,,
𰸹,,ohbz,,,
嘞,口革力,ohcl,ohc,ohc,lei·lē
𠸏,,ohco,,,
啿,口其乚,ohcu,,,dàn
𫝘,,ohcu,,,
𠲷,,ohcu,,,
𠴑,,ohcv,,,
𠻄,,ohcv,,,
𠹅,,ohcw,,,
𭋼,,ohcw,,,
踂,⻊耳乚,ohcz,,,niè
踸,⻊其乚,ohcz,,,chěn
𨆍,,ohcz,,,
𬧊,,ohcz,,,
𰸝,,ohcz,,,
嗫,口耳又又,ohdd,,,niè
㖩,口耳又,ohdo,,,sǒu·jū
𭋇,,ohdp,,,
𭇼,,ohds,,,
𭈳,,ohds,,,
㕹,口𠂇又丶,ohdw,,,fá
踙,⻊耳又,ohdz,,,niè·jū
蹑,⻊耳又,ohdz,ohd,ohd,niè
𨃈,,ohdz,,,
𰸳,,ohdz,,,
咠,口耳,ohe,,,qì
咡,口耳,ohe,,,èr
囈,口艹二厶,ohea,,,yì
𭌵,,ohea,,,
𡀣,,ohec,,,
咁,口艹二,ohee,,,xián·gān
𭇐,,ohee,,,
𠻨,,ohee,,,
哶,口卝干,oheg,,,miē
嘩,口艹干龷,oheh,,,huá·huā
㖼,口艹二木,ohei,,,duǒ·lín·móu
𫫻,,ohek,,,
𡁣,,ohem,,,
嗬,口艹丁口,oheo,ohe,,hē
𠶾,,oheo,,,
𭌧,,ohes,,,
𠦫,,oheu,,,
𫫛,,ohey,,,
𨆟,,ohez,,,
𨆶,,ohez,,,
𫏄,,ohez,,,
𬦮,,ohez,,,
𨄳,,ohez,,,
𠺹,,ohfd,,,
戢,口耳戈,ohfg,ohf,ohf,jí
𠺵,,ohfg,,,
𭊭,,ohfk,,,
𠴟,,ohfu,,,
哶,,ohfu,,,
𡃙,,ohfw,,,
𠵝,,ohfy,,,
𮜨,,ohfz,,,
